File Name,'gene flow',measured_in_time_series_data,level_of_analysis,hypothesized_driver_of_change,increase_or_decrease,method_of_estimating,raw_stats
10.1093_molbev_msac179.pdf,Yes,yes,multiple_spatial; multiple_temporal,natural,NA,f4 statistics,"(Huge plot in doc) the Tajik has a greater affinity with Bronze Age populations from Central Asia and Steppe (e.g., Tarim_EMBA1, Xinj_BA3, Central_Steppe_EMBA, and Russia_Samara _EBA_Yamnaya) than with the Iron Age populations from the same regions (e.g., Tajikistan_Ksirov_Kushan, Sa rmatians_450BCE, JEZK_IA2, JEZK_IA1_aSte, JEZK_IA3 _oBMAC, and Turkmenistan_IA). The Kyrgyz populations show a greater affinity to the Iron Age and Historical Era Central Asian populations"
10.1093_molbev_msac182.pdf,No,NA,NA,NA,NA,NA,NA
10.1093_molbev_msac189.pdf,Yes,yes,multiple_spatial; multiple_temporal,natural,decrease,admixture graph analysis,"(Model graph in doc) We detected six optimal models, which showed only negligible differences in K values and all converged on one similar gene flow scenario, albeit with slight differences in the exact proportions of gene flow.  indicates gene flow from stricklandii into suavis at a genomic contribution of 16– 48% depending on the model. There is also secondary allele sharing between stricklandii and the eastern Javan clade at a proportion of 12–22%.We additionally detected a 12% contribution into stricklandii from an unknown donor"
10.1093_molbev_msac241.pdf,Yes,yes,multiple_spatial; multiple_temporal,population decline; anthropogenic,decrease,D statistics,D values and Z-scores of D statistics for the fossil (NBC RB4 D3) and historical (NRM 590107) blue antelope specimens showing significant gene flow between blue and roan antelope demonstrated by positive D values. Z score for NBC $B5 D3: 17.68 and D of over 0.1. NRM 590107 Z score 19.77 with D of over 0.1.
10.1093_molbev_msac242.pdf,No,NA,NA,NA,NA,NA,NA
10.1093_molbev_msac248.pdf,Yes,NA,NA,NA,NA,NA,NA
10.1093_molbev_msad108.pdf,No,NA,NA,NA,NA,NA,NA
10.1093_molbev_msae053.pdf,No,NA,NA,NA,NA,NA,NA
10.1093_molbev_msae108.pdf,Yes,yes,multiple_spatial; multiple_temporal,captivity; domestication; anthropogenic,decrease,D statistics,"(In doc) Compared to wolves from European Russia, half of both the fur samples (Ly1, Ly2, Ly3, and SM16271) and the Lapphund and Elkhound samples (FL (5 out of 6 samples), SL (3/4), LH (2/6), NE (2/5), and SE (1/4)) had a Z-score below −3.00, indicative of gene flow. Similar z-score values were obtained compared to Portuguese wolves, while compared to the Swedish wolves, only one fur sample (Ly3) had a Z-score below −3.00."
10.1093_molbev_msae128.pdf,Yes,yes,multiple_spatial; multiple_temporal,colonization; natural,increase (in some populations),"minor allele frequency, Watterson's theta, pairwise Fst","(In doc) Lines represent predicted FST values based on nonlinear regression (FST = ab1/∂t) as used in Bergland et al. (2014) with 95% confidence intervals in gray. The line for the more isolated ponds (top 50% isolated) is lower than for the less isolated ponds (bottom 50% isolated), indicating less pronounced changes in observed allele frequencies, possibly due to lower local − − − gene flow. In contrast to the overall pattern of a decline of median MAF over time, this median increased in some of the subpopulations over time, alongside with rapid and strong genomic differentiation and an increase in the number of heterozygous sites. We interpret these observations as gene flow plus hybrid vigor events."
10.1093_molbev_msq002.pdf,No,NA,NA,NA,NA,NA,NA
10.1093_molbev_mst205.pdf,No,NA,NA,NA,NA,NA,NA
10.1093_molbev_msu048.pdf,No,NA,NA,NA,NA,NA,NA
10.1093_molbev_msu192.pdf,No,NA,NA,NA,NA,NA,NA
10.1093_molbev_msu256.pdf,No,NA,NA,NA,NA,NA,NA
10.1093_molbev_msu320.pdf,No,NA,NA,NA,NA,NA,NA
10.1093_molbev_msv033.pdf,Yes,NA,NA,NA,NA,NA,NA
10.1093_molbev_msv248.pdf,No,NA,NA,NA,NA,NA,NA
10.1093_molbev_msw254.pdf,Yes,NA,NA,NA,NA,NA,NA
10.1093_molbev_msx247.pdf,No,NA,NA,NA,NA,NA,NA
10.1093_molbev_msx254.pdf,No,NA,NA,NA,NA,NA,NA
10.1093_molbev_msz183.pdf,No,NA,NA,NA,NA,NA,NA
10.1093_ve_vead049.pdf,No,NA,NA,NA,NA,NA,NA
10.1093_ve_veae012.pdf,No,NA,NA,NA,NA,NA,NA
10.1093_ve_vex035.pdf,No,NA,NA,NA,NA,NA,NA
10.1093_ve_vez020.pdf,No,NA,NA,NA,NA,NA,NA
10.1098_rspb.2015.0801.pdf,No,NA,NA,NA,NA,NA,NA
10.1098_rspb.2021.0577.pdf,No,NA,NA,NA,NA,NA,NA
10.1098_rspb.2022.1857.pdf,No,NA,NA,NA,NA,NA,NA
10.1098_rstb.2022.0190.pdf,Yes,NA,NA,NA,NA,NA,NA
10.1099_MGEN.0.000553.pdf,No,NA,NA,NA,NA,NA,NA
10.1099_jgv.0.000258.pdf,No,NA,NA,NA,NA,NA,NA
10.1099_mgen.0.001170.pdf,No,NA,NA,NA,NA,NA,NA
10.1111_1755-0998.13167.pdf,Yes,yes,multiple_spatial; multiple_temporal,population decline; anthropogenic,decrease,genetic differentiation between populations (FST/1 − FST) and the log-transformed geographical distance (log(distance)),"(Figure in doc) In contrast, a more marked pattern of spatial structuring was retrieved in the IBD analysis, revealing a varying correlation between genetic and geographical distances over time (Figure 7). Before 1950, no correlation between genetic and geographical distances was found in any of the two species investigated. Between the 1950s and the 2000s, a significant correlation between genetic and geographical distances was found for E. embla."
10.1111_1755-0998.13837.pdf,No,NA,NA,NA,NA,NA,NA
10.1111_cobi.13889.pdf,Yes,yes,multiple_spatial; multiple_temporal,reintroduction; anthropogenic,increase,Admixture (Alexander et all 2009),"Accordingly, the Admixture results are consistent with historical admixture downstream but none in an upstream direction (Supporting Information), a hypothesis statistically inferred in an MDB-wide population genetic study of southern pygmy perch based on a larger sample (578 individuals and 45 localities) (Cole et al., 2016)."
10.1111_eva.12594.pdf,Yes,NA,NA,NA,NA,NA,NA
10.1111_eva.13656.pdf,Yes,NA,NA,NA,NA,NA,NA
10.1111_evo.12849.pdf,No,NA,NA,NA,NA,NA,NA
10.1111_gcb.17126.pdf,Yes,yes,multiple_spatial; multiple_temporal,habitat loss; popluation decline; anthropogenic,increase,DyStruct (similar to Admixture),"temporal variation in population structure, with modern birds from the central and northern California	coast	exhibiting	a	17%	(Morro	Bay)	to	64%	(Humboldt	Bay)	increase in the proportion of ancestry shared with inland eastern California birds. These temporal changes point to a recent increase in the level of gene flow from inland eastern California populations into coastal populations."
10.1111_jam.15806.pdf,No,NA,NA,NA,NA,NA,NA
10.1111_jeb.13764.pdf,No,NA,NA,NA,NA,NA,NA
10.1111_jeb.14152.pdf,No,NA,NA,NA,NA,NA,NA
10.1111_mec.12260.pdf,Yes,NA,NA,NA,NA,NA,NA
10.1111_mec.13615.pdf,Yes,NA,NA,NA,NA,NA,NA
10.1111_mec.15085.pdf,No,NA,NA,NA,NA,NA,NA
10.1111_mec.15579.pdf,No,NA,NA,NA,NA,NA,NA
10.1111_mec.15687.pdf,No,NA,NA,NA,NA,NA,NA
10.1111_mec.16111.pdf,Yes,yes,multiple_spatial; multiple_temporal,natural,constant,dadi and Bayesian F model,"assume a mutation rate of 2.9 × 10−9 (from the butterfly Heliconius melpomene; Keightley et al., 2015) and π = 0.0092 (our mean estimate), diversity levels suggest a global, long- term effective population size of ~793,000. This is ~4500 times greater than the average variance effective population size we estimated and thus would require ~4500 populations of this size connected by gene flow"
10.1111_mec.16451.pdf,No,NA,NA,NA,NA,NA,NA
10.1111_mec.16503.pdf,Yes,NA,NA,NA,NA,NA,NA
10.1111_mec.16748.pdf,Yes,NA,NA,NA,NA,NA,NA
10.1111_mec.16760.pdf,No,NA,NA,NA,NA,NA,NA
10.1111_mec.16933.pdf,Yes,yes,multiple_temporal,environmental change; anthropogenic,increase,Proportion of wild genome computed via STRUCTURE,"The salmon population in the river Etne has been subject to introgression from domesticated salmon escaping from commercial fish farms, with an average 24%	of	genetic	admixture	in	the	contemporary	population. When	predicting	age	at	maturation	from	the	joined	effect	of	admixture and genotype, no interaction was detected between individual admixture and vgll3 genotype (χ2 = 3.6,	df = 2,	p = .161),	nor	between individual admixture and six6 genotype (χ2 = 2.7,	df = 2,	p = .24),	indicating	that	the	temporal	dissociation	between	these	loci	and age at maturation was independent from individual admixture."
10.1111_mec.17274.pdf,Yes,yes,multiple_spatial; multiple_temporal,hunting; population decline; anthropogenic,decrease,"PCA, NGSadmix",(Fig in doc) the spatiotemporal groups of ancient individuals are not strongly distinct from one another in the admixture analysis .
10.1126_sciadv.aax0530.pdf,No,NA,NA,NA,NA,NA,NA
10.1128_AEM.00179-18.pdf,No,NA,NA,NA,NA,NA,NA
10.1128_JB.00587-20.pdf,No,NA,NA,NA,NA,NA,NA
10.1128_JVI.01080-14.pdf,No,NA,NA,NA,NA,NA,NA
10.1128_JVI.01519-08.pdf,No,NA,NA,NA,NA,NA,NA
10.1128_JVI.02055-14.pdf,No,NA,NA,NA,NA,NA,NA
10.1128_mBio.00987-21.pdf,No,NA,NA,NA,NA,NA,NA
10.1128_mSystems.00495-21.pdf,No,NA,NA,NA,NA,NA,NA
10.1128_msystems.01477-21.pdf,No,NA,NA,NA,NA,NA,NA
10.1128_spectrum.01219-22.pdf,No,NA,NA,NA,NA,NA,NA
10.1128_spectrum.03128-23.pdf,No,NA,NA,NA,NA,NA,NA
10.1186_1471-2148-13-46.pdf,No,NA,NA,NA,NA,NA,NA
10.1186_s12711-024-00900-y.pdf,Yes,yes,multiple_spatial; multiple_temporal,disease; population decline; anthropogenic,increase,Treemix,"(Fig in doc) Consistent with these historical documents, our admixture analysis at K = 8 (Fig. 2), revealed a genetic component shared among a number of breeds from the Alps and the Po valley. This result is further supported by the Treemix results (Fig. 4), which indicate three gene flow events affecting the northern Italian cattle."
10.1186_s12862-016-0662-8.pdf,No,NA,NA,NA,NA,NA,NA
10.1186_s12862-021-01789-7.pdf,No,NA,NA,NA,NA,NA,NA
10.1186_s12862-022-02083-w.pdf,Yes,yes,multiple_spatial; multiple_temporal,translocation; anthropogenic,increase,"STRUCTURE, STRUCTURE HARVESTER, and Clumpak; and admixture ancestry model",see figure
10.1186_s12864-016-3298-6.pdf,No,NA,NA,NA,NA,NA,NA
10.1186_s12864-021-07700-4.pdf,No,NA,NA,NA,NA,NA,NA
10.1186_s12866-017-1111-6.pdf,No,NA,NA,NA,NA,NA,NA
10.1186_s12866-021-02158-6.pdf,No,NA,NA,NA,NA,NA,NA
10.1186_s13059-018-1503-4.pdf,No,NA,NA,NA,NA,NA,NA
10.1186_s13059-021-02425-9.pdf,No,NA,NA,NA,NA,NA,NA
10.1371_journal.pbio.0030300.pdf,No,NA,NA,NA,NA,NA,NA
10.1371_journal.pbio.2001586.pdf,No,NA,NA,NA,NA,NA,NA
10.1371_journal.pbio.3002333.pdf,Yes,NA,NA,NA,NA,NA,NA
10.1371_journal.pgen.1006585.pdf,No,NA,NA,NA,NA,NA,NA
10.1371_journal.pgen.1009722.pdf,No,NA,NA,NA,NA,NA,NA
10.1371_journal.pgen.1011333.pdf,No,NA,NA,NA,NA,NA,NA
10.1371_journal.pntd.0011527.pdf,No,NA,NA,NA,NA,NA,NA
10.1371_journal.pone.0147549.pdf,Yes,NA,NA,NA,NA,NA,NA
10.1371_journal.pone.0201838.pdf,No,NA,NA,NA,NA,NA,NA
10.1371_journal.ppat.1008298.pdf,No,NA,NA,NA,NA,NA,NA
10.1371_journal.ppat.1009744.pdf,No,NA,NA,NA,NA,NA,NA
10.1371_journal.ppat.1010993.pdf,No,NA,NA,NA,NA,NA,NA
10.1371_journal.ppat.1012090.pdf,Yes,NA,NA,NA,NA,NA,NA
10.15252_msb.20188462.pdf,No,NA,NA,NA,NA,NA,NA
10.1534_g3.115.023200.pdf,No,NA,NA,NA,NA,NA,NA
10.1534_g3.117.043349.pdf,No,NA,NA,NA,NA,NA,NA
10.1534_genetics.112.143396.pdf,No,NA,NA,NA,NA,NA,NA
10.1534_genetics.118.301824.pdf,No,NA,NA,NA,NA,NA,NA
10.3201_eid1909.130377.pdf,No,NA,NA,NA,NA,NA,NA
10.3201_eid2701.191541.pdf,No,NA,NA,NA,NA,NA,NA
10.3390_genes11040400.pdf,Yes,NA,NA,NA,NA,NA,NA
10.3390_pathogens12081065.pdf,No,NA,NA,NA,NA,NA,NA
10.3390_v11080720.pdf,Yes,NA,NA,NA,NA,NA,NA
10.3390_vaccines11101537.pdf,No,NA,NA,NA,NA,NA,NA
10.7554_eLife.03568.pdf,No,NA,NA,NA,NA,NA,NA
10.7554_eLife.64971.pdf,No,NA,NA,NA,NA,NA,NA
